Title,Content,Date Published,Date Updated,Link
Gateway’s Propulsion System Testing Throttles Up,"Image Caption: In April, PPE engineers successfully tested the integration of Aerojet Rocketdyne’s thruster with Maxar’s power procession unit and Xenon Flow Controller. Credit: NASA.
The powerhouse of Gateway, NASA’s orbiting outpost around the Moon and a critical piece of infrastructure for Artemis, is in the midst of several electric propulsion system tests.
The Power and Propulsion Element (PPE), being manufactured by Maxar Technologies, provides Gateway with power, high-rate communications, and propulsion for maneuvers around the Moon and to transit between different orbits. The PPE will be combined with the Habitation and Logistic Outpost (HALO) before the integrated spacecraft’s launch, targeted for late 2024 aboard a SpaceX Falcon Heavy. Together, these elements will serve as the hub for early Gateway crewed operations and various science and technology demonstrations as the full Gateway station is assembled around it in the coming years.
The PPE engineering team is conducting an extensive electric propulsion system test campaign to better understand Gateway’s performance during various mission scenarios. The test allows engineers and mission planners to adjust the system to ensure it meets the requirements for exploration of the Moon during Artemis missions.
Solar electric propulsion is ideal for Gateway because these systems harness the energy of the Sun, convert it to power, and then use that power to produce long-duration, highly efficient thrust, providing mission flexibility and reduced costs. The PPE will use both a 6-kilowatt (kW) and a 12-kW electric propulsion system. Each system contains various components that help the spacecraft thrust efficiently: thruster(s), power processing units (PPU), flow controllers that regulate the flow of gases, like xenon, used for propulsion, etc. Multiple companies, including prime contractor Maxar as well as Aerojet Rocketdyne and Busek, Co. are supplying electric propulsion technologies for PPE.
The developmental versions of the spacecraft’s thrusters and electric propulsion systems are being tested at NASA’s Glenn Research Center in Cleveland. These efforts include the first end-to-end test of the 6-kW system to validate changes and technical interactions between Maxar’s flight-like PPU and Busek’s 6-kW test thruster, as well as validation of Maxar’s larger 12-kW PPU with a prototype 12-kW thruster. The team has also conducted end-to-end tests using Aerojet Rocketdyne’s Advanced Electric Propulsion System (AEPS)12-kW test thruster. The first phase of testing ended in mid-April and successfully demonstrated operations with Aerojet Rocketdyne’s thruster and Maxar’s PPU and Xenon Flow Controller. NASA plans to continue testing PPE’s propulsion system to reduce spacecraft integration and operational risks.
During the tests, each system proved capable of performing across the full mission power range and parameters. Additionally, during the tests, the engineering team completed various start up and shut down sequences and thruster throttling to simulate operations around the Moon. These tests for both electric propulsion systems were important for finalizing design, requirements, and capabilities.
The milestone propulsion system tests represent progression through the initial development stage, leading to critical design review, and additional spacecraft ground testing later this year. That ground testing will be followed by spacecraft delivery, and eventual integration with HALO prior to launch.
Reliable operation of what will be the highest-power electric propulsion system ever flown is critical for the integrated spacecraft to complete its transit from Earth orbit to lunar orbit. It is vital for Gateway’s operations as a home away from home for astronauts and a lunar microgravity lab supporting Artemis and future missions.","Posted on June 2, 2022 2:00 pm","June 19, 2022 1:24 pm",https://blogs.nasa.gov/artemis/2022/06/02/gateways-propulsion-system-testing-throttles-up/
CAPSTONE Spacecraft Launch Targeted No Earlier Than June 13,"NASA, Rocket Lab, and Advanced Space are currently targeting no earlier than June 13, 2022, for the launch of the Cislunar Autonomous Positioning System Technology Operations and Navigation Experiment (CAPSTONE) from Rocket Lab’s Launch Complex 1 (LC-1) on the Mahia Peninsula of New Zealand. This launch date will support readiness checks for final launch and the Photon satellite bus. Learn more about this ambitious mission flying a new path to the Moon.","Posted on May 31, 2022 6:00 pm",,https://blogs.nasa.gov/artemis/2022/05/31/capstone-launch-june-13/
June 6 Set for Artemis I Moon Rocket to Roll for Next Tanking Test,"The Space Launch System (SLS) rocket and Orion spacecraft are targeted to return to launch pad 39B at NASA’s Kennedy Space Center in Florida on June 6, for the next wet dress rehearsal attempt ahead of the Artemis I mission.  First motion is currently slated for 12:01a, the morning of the 6th   with tanking operations to begin no earlier than June 19.
The rehearsal is the final test needed before launch and calls for NASA to load propellant into the rocket’s tanks, conduct a full launch countdown, demonstrate the ability to recycle the countdown clock, and drain the tanks to practice the timelines and procedures that will be used for launch.
While inside the Vehicle Assembly Building (VAB), teams completed several major objectives, including assessing the liquid hydrogen system leak at the tail service mast umbilical, replacing the interim cryogenic propulsion stage (ICPS) gaseous helium system check valve and support hardware, and modifying the ICPS umbilical purge boots. The addition of hazardous gas detectors above the upper stage allows for additional visibility into any potential leaks during cryogenic operations.
The hatches, or access points, of the crew module and launch abort system are now closed in preparation for rollout. Engineers installed rain gutters on the crew access area to help prevent moisture from entering the crew module while the spacecraft and rocket are at the launch pad. Teams have started retracting the service platforms that surround the Moon rocket and spacecraft in the VAB for rollout configuration ahead of their return to the launch pad.
NASA will provide livestream views the rollout of the SLS rocket and Orion spacecraft from VAB and arrival at launch 39B. For more information about the launch availability, click here.","May 27, 2022 6:30 pm","May 27, 2022 6:32 pm",https://blogs.nasa.gov/artemis/2022/05/27/june-6-set-for-artemis-i-moon-rocket-to-roll-for-next-tanking-test/
CAPSTONE Spacecraft Launch Targeted No Earlier Than June 6,"NASA, Rocket Lab, and Advanced Space are currently targeting no earlier than June 6, 2022, for the launch of the Cislunar Autonomous Positioning System Technology Operations and Navigation Experiment, or CAPSTONE, mission from Rocket Lab’s Launch Complex 1 (LC-1) on the Mahia Peninsula of New Zealand. We will continually evaluate the date for the first target launch attempt within the launch period, which extends to June 22.","Posted on May 20, 2022 6:28 pm","May 27, 2022 6:32 pm",https://blogs.nasa.gov/artemis/2022/05/20/capstone-spacecraft-launch-targeted-no-earlier-than-june-6/
Artemis I Moon Rocket to Return to Launch Pad 39B in Early June ,"The Space Launch System (SLS) rocket and Orion spacecraft are slated to return to launch pad 39B at NASA’s Kennedy Space Center in Florida in early June for the next wet dress rehearsal attempt.    
Engineers successfully completed work on a number of items observed during the previous wet dress rehearsal test. This includes addressing the liquid hydrogen system leak at the tail service mast umbilical, replacing the interim cryogenic propulsion stage (ICPS) gaseous helium system check valve and support hardware, modifying the ICPS umbilical purge boots, and confirming there are no impacts to Orion as a result of storms and subsequent water intrusion at the launch pad.  The team also updated software to address issues encountered during core stage tanking of liquid hydrogen and liquid oxygen during previous rehearsal attempts.  
The purge boots are not flight hardware, but enclose an area around the ICPS umbilical – the connection between the mobile launcher and the upper stage – to protect it from the natural environment during propellant loading.  
Meanwhile the contractor for gaseous nitrogen has completed their repairs to the distribution system that will be used to support the Artemis testing and launch campaign. The repairs and tests ensured the system is ready to support tanking operations. During wet dress rehearsal and launch, teams use gaseous nitrogen to purge the rocket including its umbilical plates and to support other operations.     
Engineers also are completing some of the forward work originally scheduled to take place in the Vehicle Assembly Building (VAB) after wet dress rehearsal. This includes opening the Orion crew module hatch and installing some payloads, such as hardware elements for the Callisto technology demonstration, a flight kit locker, and container assemblies for a space biology experiment.  
Following completion of a few remaining verifications, teams will retract platforms inside the VAB to prepare SLS and Orion to roll out to pad 39B. Plans call for the next wet dress rehearsal to take place about 14 days after the rocket arrives at the pad.","May 20, 2022 4:15 pm","May 27, 2022 5:34 pm",https://blogs.nasa.gov/artemis/2022/05/20/artemis-i-moon-rocket-to-return-to-launch-pad-39b-in-early-june/
CAPSTONE Spacecraft Arrives at Launch Site in New Zealand,"The Cislunar Autonomous Positioning System Technology Operations and Navigation Experiment, or CAPSTONE, spacecraft safely arrived at the Rocket Lab Launch Complex 1 (LC-1) on the Mahia Peninsula of New Zealand ahead of its launch. The launch window opens May 31 and extends through June 22. Rocket Lab completed the launch rehearsal, and with the spacecraft now at the launch site, will begin payload integration with the Electron rocket and Photon spacecraft bus.
Electron launch vehicle on the pad at Launch Complex 1 for wet dress rehearsal ahead of the CAPSTONE launch for NASA and Advanced Space. Image credit: Rocket Lab.","Posted on May 18, 2022 8:02 pm","May 27, 2022 5:34 pm",https://blogs.nasa.gov/artemis/2022/05/18/capstone-spacecraft-arrives-at-launch-site-in-new-zealand/
Work Continues to Return Artemis I Moon Rocket Back to Launch Pad for Next Test,"Teams at NASA’s Kennedy Space Center in Florida continue to work on the main tasks needed to prepare the Space Launch System (SLS) rocket and Orion spacecraft to return to launch pad 39B for the next wet dress rehearsal attempt.
After re-tightening the flange bolts on the tail service mast umbilical lines to address a hydrogen leak identified during the previous wet dress rehearsal, engineers determined the seals on the bolts are no longer relaxing, and the system should remain tightly sealed during propellant loading. As a precaution, teams also moved the location of a heavy cantilevered filter on the tail service mast umbilical, which filters out any contaminants in the gaseous helium – a purge gas – that travels through the drain assist purge line. Engineers did not identify any leaks at its previous location, but relocating the filter will ensure it does not contribute to future leaks. Engineers conducted additional leak checks and have not detected any leaks at ambient air temperature.
Additionally, after replacing the helium check valve on the interim cryogenic propulsion stage (ICPS), engineers found a damaged rubber O-ring seal in the flight side of the quick disconnect – the area that separates the ICPS from the mobile launcher during launch. The O-ring came loose and entered the valve, preventing the valve from sealing correctly. Teams removed the flight and ground side of the quick disconnect system and replaced support hardware that was downstream of the check valve. Work is underway to determine the root cause to prevent any recurrences. Next, teams will re-pressurize the system and test the replaced hardware on the upper stage.
The supplier for gaseous nitrogen completed upgrades to its facility to meet the requirements for the next wet dress rehearsal attempt. Engineers will test the system next week to ensure it’s ready to support tanking operations. During wet dress rehearsal and launch, teams pump gaseous nitrogen into dry structures to protect avionics during propellant loading.
Teams also completed additional work needed, such as inspecting the Orion spacecraft for water damage that may have occurred during a heavy thunderstorm at the spaceport during the initial wet dress rehearsal attempt. Teams determined there was no damage to the systems inside the capsule and continue with inspections and wrapping up other work before retracting the platforms inside the Vehicle Assembly Building (VAB) to prepare to roll SLS and Orion back to the launch pad. NASA will announce dates for rolling out to the pad and the next wet dress rehearsal attempt once work inside the VAB and testing of the nitrogen system are nearing completion.","May 13, 2022 5:21 pm","May 16, 2022 8:49 am",https://blogs.nasa.gov/artemis/2022/05/13/work-continues-to-return-artemis-i-moon-rocket-back-to-launch-pad-for-next-test/
CAPSTONE Spacecraft Launch Targeted No Earlier Than May 31,"NASA, Rocket Lab, and Advanced Space are currently targeting no earlier than May 31, 2022, for the launch of the Cislunar Autonomous Positioning System Technology Operations and Navigation Experiment, or CAPSTONE, mission. We will continually evaluate the date for the first target launch attempt within the launch period, which extends to June 22.","Posted on May 11, 2022 4:23 pm","May 16, 2022 8:49 am",https://blogs.nasa.gov/artemis/2022/05/11/capstone-spacecraft-launch-targeted-no-earlier-than-may-31/
CAPSTONE Spacecraft Ships to Launch Site,"The Cislunar Autonomous Positioning System Technology Operations and Navigation Experiment, or CAPSTONE, spacecraft which will chart a new path for NASA’s Moon-orbiting space station Gateway, just started its journey. On May 9, it shipped from Terran Orbital Corporation in Irvine, California, to its launch site at Rocket Lab Launch Complex 1 (LC-1) on the Mahia Peninsula of New Zealand.
CAPSTONE is expected to arrive at the Mahia Launch Complex in the next few days in preparation for a launch no earlier than May 2022. It will launch on a Rocket Lab Electron rocket using a Lunar Photon satellite upper stage to send the spacecraft into a never-been-tested near rectilinear halo orbit around the Moon.","May 10, 2022 4:00 pm","May 10, 2022 5:47 pm",https://blogs.nasa.gov/artemis/2022/05/10/capstone-spacecraft-ships-to-launch-site/
"Artemis I Rocket, Spacecraft Prepare for Return to Launch Pad to Finish Test","Since returning to the Vehicle Assembly Building (VAB), ground systems teams have worked to prepare the Artemis I Space Launch System (SLS) rocket and Orion spacecraft to roll back to Launch Pad 39B in late May to complete the wet dress rehearsal test in the early to mid-June timeframe.
Inside the VAB at NASA’s Kennedy Space Center, engineers replaced a faulty helium check valve on the interim cryogenic propulsion stage that was identified after the second wet dress rehearsal attempt. Engineers have inspected the valve and found a small piece of rubber that prevented the valve from sealing correctly. Teams are looking at possible sources of the debris, but did not see any issues with the valve itself, and plan to test the newly installed valve later this week to confirm it is operating as expected.
Engineers also performed tests to address a hydrogen leak on one of two tail service mast umbilicals between the mobile launcher and the rocket. These umbilicals provide liquid oxygen and liquid hydrogen propellants, as well as electrical connections, from the mobile launcher to the rocket’s core stage during the launch countdown. Teams conducted leak checks on all the joints and tightened several flange bolts, or fasteners that act as a washer to increase the compression strength, that can loosen over time and were the most likely source of the leak. Teams re-tightened the flange bolts on the liquid hydrogen, liquid oxygen, and core stage intertank umbilicals. Engineers have not detected leaks in subsequent testing at ambient air temperature, and will continue to monitor for leaks when loading the super cold propellants at the launch pad.
The supplier that provides gaseous nitrogen for operations during tanking is upgrading its facility to meet the requirements for the next wet dress rehearsal attempt and the Artemis I launch. Teams are on track to complete the work early next week, followed by testing to ensure the system is ready for tanking. During the test, teams pump gaseous nitrogen into dry structures to protect avionics during propellant loading.
Once all major work is completed, teams will retract the working platforms and prepare the integrated SLS rocket and the Orion spacecraft for the second journey to the launch pad. NASA will announce dates for roll to the pad and the next wet dress rehearsal attempt once work is nearing completion inside the VAB.","May 6, 2022 12:49 pm","May 13, 2022 10:12 am",https://blogs.nasa.gov/artemis/2022/05/06/artemis-i-rocket-spacecraft-prepare-for-return-to-launch-pad-to-finish-test/
Artemis I Moon Rocket Arrives at Vehicle Assembly Building,"At approximately 6 a.m. ET Tuesday, NASA’s Space Launch System (SLS) rocket and Orion spacecraft for the Artemis I mission arrived at the Vehicle Assembly Building (VAB) at Kennedy Space Center after a 10-hour journey from launch pad 39B that began at 7:54 p.m. ET Monday, April 25. 
Over the next several days, the team will extend the work platforms to allow access to SLS and Orion. In the coming weeks, teams will work on replacing a faulty upper stage check valve and a small leak within the tail service mast umbilical ground plate housing, and perform additional checkouts before returning to the launch pad for the next wet dress rehearsal attempt.","Posted on April 26, 2022 6:16 am","May 13, 2022 10:12 am",https://blogs.nasa.gov/artemis/2022/04/26/artemis-i-moon-rocket-arrives-at-vehicle-assembly-building/
NASA’s Artemis I Moon Rocket to Depart Launch Pad 39B Today,"Crawler-transporter 2 (CT-2) makes its way along the crawlerway to Launch Complex 39B at NASA’s Kennedy Space Center in Florida. In view atop the mobile launcher on the pad are the Artemis I Space Launch System (SLS) and Orion spacecraft. Credit: NASA/Ben Smegelsky
At approximately 5:30 p.m. ET today, NASA’s Artemis I Moon rocket atop the crawler-transporter is scheduled to leave launch pad 39B and begin its 4-mile trek to the Vehicle Assembly Building (VAB) at NASA’s Kennedy Space Center in Florida. 
Once inside the VAB, teams will work on replacing a faulty upper stage check valve and a small leak within the tail service mast umbilical ground plate housing on the mobile launcher while the supplier for the gaseous nitrogen makes upgrades to their pipeline configuration to support Artemis I testing and launch. Following completion, teams will return to the launch pad to complete the next wet dress rehearsal attempt. 
The NASA Kennedy Twitter account will release an update once the roll has begun. Watch a live stream of the rocket departing the pad and arriving at VAB on the Kennedy Newsroom YouTube channel and check back here for updates.","Posted on April 25, 2022 10:16 am",,https://blogs.nasa.gov/artemis/2022/04/25/nasas-artemis-i-moon-rocket-to-depart-launch-pad-39b-today/
NASA’s Artemis I Rocket Readying for Return to Vehicle Assembly Building,"Wildflowers frame a view of the Artemis I Space Launch System (SLS) and Orion spacecraft on Launch Pad 39B at NASA’s Kennedy Space Center in Florida. Credit: NASA/Ben Smegelsky
Teams at NASA’s Kennedy Space Center in Florida are preparing the Space Launch System (SLS) rocket and Orion spacecraft for their return to the Vehicle Assembly Building (VAB) early next week. As work continues at the launch pad throughout the weekend, we will also continue working closely with our commercial crew partners to confirm a date and time. The transition is underway to move from the testing configuration to the roll back formation needed to return to the VAB. This process includes offloading hydrazine from the twin solid rocket boosters and disconnecting the rocket and spacecraft from the ground systems infrastructure at the launch pad. The core stage propellant was drained shortly after completing the last test attempt. The rocket and spacecraft remain in a safe configuration and will soon be placed atop the crawler-transporter for the 4-mile trek to the VAB.
Inside the VAB, engineers will repair a faulty helium check valve and a hydrogen leak on the mobile launcher while the supplier for the gaseous nitrogen makes upgrades to their pipeline configuration to support Artemis I testing and launch.
While most objectives associated with the wet dress rehearsal were met during recent testing, teams plan to return to the launch pad when repairs and checkouts in the VAB are complete for the next full wet dress test attempt. Following completion of the test, SLS and Orion will return to the VAB for the remaining checkouts before rolling back out to the pad for launch.
Watch a live stream of the rocket on the Kennedy Newsroom YouTube channel and check back here for updates.","Posted on April 22, 2022 6:26 pm",,https://blogs.nasa.gov/artemis/2022/04/22/nasas-artemis-i-rocket-readying-for-return-to-vehicle-assembly-building/
Artemis I WDR Update: Third Test Attempt Concluded,"Teams concluded today’s wet dress rehearsal test at approximately 5:10 p.m. EDT after observing a liquid hydrogen (LH2) leak on the tail service mast umbilical, which is located at the base of the mobile launcher and connects to the rocket’s core stage. The leak was discovered during liquid hydrogen loading operations and prevented the team from completing the test.
Before ending the test, teams also met test objectives for the interim cryogenic propulsion stage by chilling down the lines used to load propellant into the upper stage. They did not flow any propellant to the stage because of an issue with a helium check valve identified several days ago.
When teams paused propellant loading, the rocket’s core stage liquid oxygen tank was about 49% filled and the liquid hydrogen tank had been loaded to about 5% capacity prior to the hydrogen leak.
Teams are now working to drain propellant from the rocket. They will inspect the umbilical connection, review data, and establish a go-forward plan to address the hydrogen leak.
NASA plans to host a media teleconference April 15 to provide updates on troubleshooting and next steps for the wet dress rehearsal test.","Posted on April 14, 2022 5:51 pm",,https://blogs.nasa.gov/artemis/2022/04/14/artemis-i-wdr-update-third-test-attempt-concluded/
Artemis I WDR Update: Teams Complete Modified Upper Stage Liquid Hydrogen Operations,"While loading liquid hydrogen (LH2) on the rocket’s core stage earlier this afternoon, engineers detected a leak on the tail service mast , which is located at the base of the mobile launcher and connects to the core stage.
Though engineers stopped loading LH2 and liquid oxygen (LOX) on the core stage, the launch director gave approval for teams to chill down the ICPS LH2 lines to collect additional data and have completed that activity. Engineers will not load LH2 or LOX into the ICPS tanks, due to an issue with a helium check valve experienced several days ago. When teams paused propellant loading earlier today, there was about 49% of LOX on the core stage and about 5% of LH2 was loaded into the core stage tank prior to the hydrogen leak.
The terminal countdown will also not occur today due to the modified configurations and delays with propellant loading. Teams are reassessing the next steps and will determine a go-forward plan following today’s test.","Posted on April 14, 2022 4:58 pm",,https://blogs.nasa.gov/artemis/2022/04/14/artemis-i-wdr-update-teams-complete-modified-upper-stage-liquid-hydrogen-operations/
Artemis I WDR Update: Teams Working Solution to Continue Propellant Loading Operations,"Following the completion of slow fill for liquid hydrogen (LH2), teams encountered an issue when they started fast fill operations for LH2. After fast fill on LH2 began, a surge in pressure automatically stopped the flow of liquid hydrogen. Teams are working to troubleshoot this issue and the rocket is in a safe configuration. In the meantime, liquid oxygen flow was paused on the core stage to ensure the tanking operations for LOX and LH2 remain synchronized.
After fast fill resumes for liquid hydrogen to the core stage, teams will load minimal cryogenic propellants on the interim cryogenic propulsion stage. Because of an issue with a helium check valve found several days ago, teams will chill down the lines used to load propellant into the upper stage but not flow any actual propellant to the stage.
The clock is continuing to count down for now, and the team will work to re-synchronize the operations timeline and clock during a planned T-10-minute hold at which point the launch team will establish a new T-0.
Follow along with the countdown on the Exploration Ground Systems Twitter and watch a live stream of the test on the Kennedy Newsroom YouTube channel.","Posted on April 14, 2022 2:10 pm",,https://blogs.nasa.gov/artemis/2022/04/14/artemis-i-wdr-update-teams-working-solution-to-continue-propellant-loading-operations/
Artemis I WDR Update: Core Stage Liquid Oxygen Loading Operations Resume,"After troubleshooting an issue with the temperature of liquid oxygen during early stages of propellant loading into the rocket’s core stage, launch controllers have resumed operations. Teams performed chill down operations again before liquid oxygen began flowing into the tank and adjusted pump speeds as necessary during flow to help ensure temperatures remain below limits. They also opened valves to bleed off any warm liquid oxygen.
Earlier in the count, teams began slow fill operations for liquid oxygen, but were automatically halted when temperature readings on the propellant showed it was warmer than intended. The liquid oxygen is an extremely cold, or cryogenic, propellant that is maintained at minus 297 degrees Fahrenheit and must be kept at super cold temperatures. As the super cold liquid oxygen fills the core stage main propulsion system, some venting may be visible.
Teams have now progressed to fast fill for core stage liquid oxygen and slow fill for liquid hydrogen.
Follow along with the countdown on the Exploration Ground Systems Twitter and watch a live stream of the test on the Kennedy Newsroom YouTube channel.","April 14, 2022 12:25 pm","April 14, 2022 12:29 pm",https://blogs.nasa.gov/artemis/2022/04/14/artemis-i-wdr-update-core-stage-liquid-oxygen-loading-operations-resume/
"Artemis I WDR Update: Core Stage Liquid Oxygen Propellant Loading Halted, Expected to Resume ","Liquid oxygen loading into the core stage was automatically halted near the beginning of slow fill operations when temperature readings on the propellant showed it was warmer than intended. The rocket is in a safe configuration while teams troubleshoot and determine a path forward.  
Engineers believe they understand the issue and are working a solution that will allow operations to continue. Teams saw a similar issue during the wet dress rehearsal attempt on April 4, but at a slightly different point in propellant loading operations. 
The slow fill process involves slowly filling the core stage with propellant to thermally condition the tank until temperature and pressure are stable before beginning fast fill operations, which is when you fill the tank at a quicker pump speed. 
Follow along with the countdown on the Exploration Ground Systems Twitter and watch a live stream of the test on the Kennedy Newsroom YouTube channel.","April 14, 2022 10:08 am","May 13, 2022 11:53 am",https://blogs.nasa.gov/artemis/2022/04/14/artemis-i-wdr-update-core-stage-liquid-oxygen-propellant-loading-halted-expected-to-resume/
Artemis I Update: Core Stage Liquid Oxygen Chilldown Underway ,"The launch control team has begun chill down operations and resumed the countdown clock ahead of flowing super cold liquid oxygen (LOX) into the core stage tank.  The new T-0 time for today’s test is 3:57 p.m. EDT for the first of the two terminal count runs for the wet dress rehearsal.  
The process for the chill down, or cooling, uses the propellant lines to load the Space Launch System rocket’s core stage liquid oxygen in preparation for tanking. The liquid oxygen tank holds 196,000 gallons of liquid oxygen, cooled to minus 297 degrees Fahrenheit. Venting from the super-cold propellant may be visible during this time.  
Liquid oxygen will soon flow into the rocket. Teams will fill the tank slowly at first and then will begin filling it more quickly. As the super cold liquid oxygen fills the core stage tank, some venting may be visible.  
The next blog update will be provided when core stage liquid hydrogen loading begins. 
Follow along with the countdown on the Exploration Ground Systems Twitter and watch a live stream of the test on the Kennedy Newsroom YouTube channel.","April 14, 2022 9:05 am","May 13, 2022 11:53 am",https://blogs.nasa.gov/artemis/2022/04/14/artemis-i-update-core-stage-liquid-oxygen-propellant-loading-underway/
"Artemis I Update: Launch Director Gives “Go” for Propellant Loading, Countdown Set to Resume ","At approximately 8:05 a.m. EDT, the launch director gave the “go” to start tanking operations.  The countdown will resume at 8:47 a.m. EDT at T-6 hours, 40 minutes.  
Tanking begins with chilling down the liquid oxygen lines for the core stage. In sequential fashion, liquid oxygen (LOX) and liquid hydrogen (LH2) will flow into the into the rocket’s core stage tank and be topped off and replenished as some of cryogenic propellant boils off.  The team also will conduct leak checks to ensure propellant loading is proceeding as expected.  Only minimal cryogenic operations are being conducted on the interim cryogenic propulsion stage because of an issue with a helium check valve found several days ago which cannot be fixed at the launch pad. Teams will chill down the lines used to load propellant into the upper stage but not flow any actual propellant to the stage. 
NASA is streaming live video of the rocket and spacecraft at the launch pad on the Kennedy Newsroom YouTube channel. Venting may be visible during tanking operations. NASA is also sharing live updates on the Exploration Ground Systems Twitter account.","April 14, 2022 8:42 am","May 13, 2022 11:53 am",https://blogs.nasa.gov/artemis/2022/04/14/artemis-i-update-launch-director-gives-go-for-propellant-loading-countdown-set-to-resume/
"Artemis I Update: Teams Extending Current Hold, Gaseous Nitrogen Supply Reestablished ","Teams have extended the current hold in the countdown beyond the planned 1.5 hours. Supply has been reestablished of gaseous nitrogen used to purge oxygen from the rocket prior to tanking operations to ensure a safe environment for propellant loading, but teams need additional time to switch supply from air back to the gaseous nitrogen and to discuss confidence in the supply. When the countdown resumes, it will pick up at T-6 hours, 40 minutes.","April 14, 2022 7:38 am","May 13, 2022 11:53 am",https://blogs.nasa.gov/artemis/2022/04/14/artemis-i-update-teams-extending-current-hold-gaseous-nitrogen-supply-reestablished/
Artemis I Update: Mission Management Team “Go” to Proceed with Tanking Pending Resolution of Gaseous Nitrogen Supply Issue ,"The mission management team chair has given a “go” to proceed  with tanking the rocket for the Artemis I  wet dress rehearsal test, pending resolution of an issue with an outage at an off-site vendor of gaseous nitrogen used inside the rocket before propellant loading. While a similar issue with a supplier of gaseous nitrogen was experienced during a previous test attempt April 4, teams expect the supply to be reestablished shortly.  Following resolution of the issue, the launch director will give the “go” to officially begin the tanking process. Meteorologists with Space Launch Delta 45 said there were no weather constraints for the test. 
 Tanking begins with chilling down the liquid oxygen lines for the core stage. In sequential fashion, liquid oxygen (LOX) and liquid hydrogen (LH2) will flow into the into the rocket’s core stage tank and be topped off and replenished as some of cryogenic propellant boils off. The team also will conduct leak checks to ensure propellant loading is proceeding as expected.  Only minimal cryogenic operations are being conducted on the interim cryogenic propulsion stage because of an issue with a helium check valve found several days ago which cannot be fixed at the launch pad. Teams will chill down the lines used to load propellant into the upper stage but not flow any actual propellant to the stage. 
 NASA is streaming live video of the rocket and spacecraft at the launch pad on the Kennedy Newsroom YouTube channel. Venting may be visible during tanking operations. NASA is also sharing live updates on the Exploration Ground Systems Twitter account.","April 14, 2022 7:03 am","May 13, 2022 11:53 am",https://blogs.nasa.gov/artemis/2022/04/14/artemis-i-update-mission-management-team-go-to-proceed-with-tanking-pending-resolution-of-gaseous-nitrogen-supply-issue/
"Artemis I Update: Rocket’s Upper Stage and Boosters Powered Up, Countdown On Track","The Space Launch System rocket’s interim cryogenic propulsion stage (ICPS) and boosters were powered up overnight. Teams are in the process of clearing all non-essential personnel from the launch pad area in preparation for propellant loading operations.  
At 6 a.m. EDT, or L-8 hours, 40 minutes, the launch team is expected to reach a planned 1 hour, 30-minute built-in hold. During this time the mission management team will review the status of operations, receive a weather briefing, and make a “go” or “no-go” decision to proceed with tanking operations. 
Tanking milestones include filling the rocket’s core stage with several hundred thousand gallons of liquid oxygen and liquid hydrogen. This will occur over a series of different propellant loading milestones to fill, top off, and replenish the tank. Because of an issue found several days ago with a helium check valve on the rocket which cannot be fixed at the launch pad, cryogenic propellant will not be loaded into the rocket’s upper stage.  
NASA is streaming live video of the rocket and spacecraft at the launch pad on the Kennedy Newsroom YouTube channel. NASA is also sharing updates on the Exploration Ground Systems Twitter account.   
The next blog update will be provided after the “go” or “no-go” decision to proceed with tanking operations.","April 14, 2022 5:16 am","May 13, 2022 11:54 am",https://blogs.nasa.gov/artemis/2022/04/14/artemis-i-update-rockets-upper-stage-and-boosters-powered-up-countdown-on-track/
Artemis I WDR Update: Final Umbilical Preparations Complete for Artemis I,"Final preparations on the umbilicals to ensure connectivity between the mobile launcher, the Space Launch System rocket and Orion spacecraft were completed this evening.
The umbilicals provide power, communications, coolant, and fuel to different parts of the rocket. Additional accessories provide access and stabilize the rocket and spacecraft. During launch, each umbilical releases from its connection point, allowing the rocket and spacecraft to lift off safely from the launch pad.
Teams have also completed a final walkdown at the pad to verify the rocket and ground equipment are in the correct configuration for tanking operations checking to ensure no foreign object debris is present near the rocket that could present a hazard during the test.
The next update will be provided in the morning of April 14, prior to the mission management team’s pre-tanking briefing where they will review the status of operations and determine if they are “go” to proceed toward tanking operations.
Real-time updates will be provided on the Exploration Ground Systems Twitter account with “go” for tanking targeted on April 14. NASA is also streaming live video of the rocket and spacecraft on the Kennedy Newsroom YouTube channel.","Posted on April 13, 2022 8:18 pm","May 13, 2022 11:54 am",https://blogs.nasa.gov/artemis/2022/04/13/artemis-i-wdr-update-final-umbilical-preparations-complete-for-artemis-i/
Artemis I Update: Weather Still Favorable for Artemis I Wet Dress Rehearsal,"The mission management team for Artemis I met this morning to review the status of operations and continues to press ahead toward terminal countdown for the wet dress rehearsal test. Meteorologists with the U.S. Space Force Space Launch Delta 45 currently predict favorable weather conditions for tanking on April 14. There is currently a 5% chance of lightning within five nautical miles of the launch pad when tanking begins. Weather constraints stipulate there must be less than a 20% chance lightning within 5 nautical miles of pad during the first hour of tanking. Winds must not be above 37.5 knots and the temperature cannot be below 41 degrees Fahrenheit. 
Later today teams will perform a pre-launch walkdown of the rocket and ensure the Space Launch System’s core stage is prepared for the upcoming loading operations. 
NASA will provide live updates on the Exploration Ground Systems Twitter account. NASA is also streaming live video of the rocket and spacecraft at Launch Pad 39B on the Kennedy Newsroom YouTube channel.","Posted on April 13, 2022 1:19 pm","May 13, 2022 11:54 am",https://blogs.nasa.gov/artemis/2022/04/13/artemis-i-update-weather-still-favorable-for-artemis-i-wet-dress-rehearsal/
